UUID,Automotive,Ent,Finance,Games,Health,Hobbies,Life,News,Parent,Property,Sports,Tech,Travel,Women,group_id
uuid_18479,3,0,64,0,2,0,0,4,5,288,0,0,4,6,3
uuid_18480,0,0,311,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18481,0,36,5,0,0,164,0,43,0,0,0,2339,0,0,2
uuid_18482,0,0,261,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18483,0,3,0,0,0,177,0,0,0,0,0,0,0,20,7
uuid_18484,0,0,293,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18485,0,0,3,0,0,0,1,0,2,0,0,1547,0,0,2
uuid_18486,0,3,526,0,0,0,2,23,0,0,0,0,0,0,4
uuid_18487,0,0,6,0,11,19,281,0,0,35,0,10,2,2,5
uuid_18488,0,0,0,67,0,0,0,0,0,0,0,9,0,0,0
uuid_18489,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18490,0,9,0,0,0,32,0,23,1,0,30,1,0,3,3
uuid_18491,0,0,40,0,0,0,10,0,0,0,0,0,0,0,4
uuid_18492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18493,0,0,1102,0,0,0,0,0,0,0,1,0,0,0,4
uuid_18494,0,0,635,0,0,0,0,102,0,0,0,0,0,0,4
uuid_18495,49,17,0,0,0,0,1457,2,0,0,0,0,0,2,5
uuid_18496,0,3,0,0,0,0,0,537,0,0,0,0,0,0,9
uuid_18497,0,0,1325,0,0,0,0,73,0,0,0,0,0,0,4
uuid_18498,1,0,0,0,0,0,12,0,0,0,188,6,0,1,6
uuid_18499,0,1304,4,10,0,0,1,1,0,0,0,63,2,5,1
uuid_18500,0,0,3725,0,0,0,1,94,0,0,0,0,0,0,4
uuid_18501,0,0,0,0,0,0,31,3,0,0,272,0,0,0,6
uuid_18502,0,0,302,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18503,0,2,4,0,0,0,0,10,0,0,0,245,4,0,2
uuid_18504,0,94,0,30,0,0,0,0,0,0,372,2,0,0,6
uuid_18505,0,5,0,32,0,0,0,1,0,0,0,0,0,0,0
uuid_18506,0,0,1834,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18507,0,1,16,0,0,22,0,0,0,0,0,265,20,0,2
uuid_18508,0,1,227,0,0,0,1,67,4,0,0,1,0,1,4
uuid_18509,1,0,0,424,0,0,0,0,0,0,7,0,0,0,0
uuid_18510,0,271,9,0,0,11,0,0,16,0,0,0,0,0,1
uuid_18511,4,520,293,0,4,0,166,34,5,1,1,45,4,7,3
uuid_18512,0,4,0,0,0,0,20,0,0,34,0,7,80,1,3
uuid_18513,0,5,286,0,0,0,5,8,0,0,0,1,76,0,4
uuid_18514,0,41,0,859,0,0,0,0,0,0,0,1,0,0,0
uuid_18515,0,1,54,0,0,0,9,0,0,0,0,0,0,0,4
uuid_18516,1,0,6,555,0,0,0,0,0,0,0,0,1,4,0
uuid_18517,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0
uuid_18518,0,0,623,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18519,0,315,0,0,0,3,0,0,0,0,0,805,0,0,2
uuid_18520,0,0,29,0,0,0,609,16,0,13,0,27,0,0,5
uuid_18521,2,61,2,26,1,5,25,26,0,1,19,102,10,64,3
uuid_18522,1,13,1377,1,0,2,18,98,0,0,0,648,0,0,4
uuid_18523,0,2,2578,0,0,0,0,27,0,0,0,0,17,0,4
uuid_18524,0,0,15,0,0,0,2,5,0,144,0,710,0,0,2
uuid_18525,0,2874,231,0,0,0,0,1,0,0,0,0,0,0,1
uuid_18526,19,0,0,0,0,0,722,0,0,0,0,0,0,0,5
uuid_18527,1,10,0,0,0,72,13,90,0,0,6,14,6,1,9
uuid_18528,4,1,13,0,4,0,0,1091,5,0,0,0,7,11,9
uuid_18529,0,0,1,1778,0,0,11,0,0,0,0,0,0,0,0
uuid_18530,0,677,0,1,0,0,0,0,0,0,0,0,0,0,1
uuid_18531,0,0,585,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18532,22,0,3,0,8,1,0,3,0,5,0,703,0,0,2
uuid_18533,0,0,0,0,0,0,0,0,0,0,11,1248,0,0,2
uuid_18534,137,17,151,0,141,0,0,194,1,0,0,0,1,158,3
uuid_18535,7,0,3936,0,7,0,0,293,4,0,157,21,5,2,4
uuid_18536,0,0,0,0,0,0,0,114,0,0,5942,0,0,0,6
uuid_18537,0,0,833,0,0,2,4,24,0,0,0,20,0,0,4
uuid_18538,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18539,1,3,855,0,0,2,30,3,0,83,0,0,43,0,4
uuid_18540,0,0,2939,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18541,0,0,905,0,0,0,0,5,0,67,0,11,0,0,4
uuid_18542,0,765,1,61,0,0,0,0,4,0,9,0,0,0,1
uuid_18543,0,0,0,478,0,0,0,0,0,0,0,5,1,1,0
uuid_18544,0,92,11,0,0,7,0,0,0,0,0,880,0,0,2
uuid_18545,0,0,378,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18546,0,8,1587,2,1,0,0,2,0,0,0,30,0,1,4
uuid_18547,0,0,0,0,0,0,0,29,0,0,3534,0,0,0,6
uuid_18548,12,0,619,0,14,0,0,177,9,0,2,0,9,18,4
uuid_18549,0,2,1,62,1,67,0,10,0,0,3,0,0,0,7
uuid_18550,0,0,5461,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18551,0,0,905,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18552,0,2,0,489,0,0,1,1,0,0,0,14,0,0,0
uuid_18553,0,251,0,0,0,0,43,0,0,0,0,1,0,0,1
uuid_18554,0,435,1,1,0,0,0,3,0,0,0,0,0,0,1
uuid_18555,139,13,1,0,0,0,1026,36,5,0,0,0,1,2,5
uuid_18556,0,0,0,0,0,0,0,2,0,0,0,0,0,1,9
uuid_18557,0,63,0,0,0,0,2,22,0,0,0,0,0,1,1
uuid_18558,0,1,0,1,0,146,14,1,0,0,0,11,0,34,7
uuid_18559,42,0,5,0,0,0,1,129,0,11,3,3,0,4,9
uuid_18560,0,2,0,7,0,2150,2,0,0,75,0,0,0,0,7
uuid_18561,0,0,12,0,0,2,227,3,0,2,0,40,11,0,5
uuid_18562,0,46,869,15,0,0,9,269,0,0,0,0,134,0,4
uuid_18563,0,8,0,0,0,82,1,2,0,0,0,4,222,4,3
uuid_18564,0,1,0,0,0,0,1752,1,0,0,0,0,0,0,5
uuid_18565,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0
uuid_18566,44,5,799,0,0,0,16,256,0,0,1,0,0,1,4
uuid_18567,0,1075,13,0,0,0,8,7,0,0,0,0,0,0,1
uuid_18568,5,0,34,0,3,0,0,2,2,501,0,0,1,3,3
uuid_18569,53,112,105,0,54,0,13,80,54,1,0,288,69,68,3
uuid_18570,336,0,338,0,359,0,0,476,9,0,0,0,9,362,3
uuid_18571,1,0,724,0,0,0,0,0,0,0,0,6,0,10,4
uuid_18572,0,13,0,46,0,23,0,0,0,0,0,0,0,0,0
uuid_18573,0,1,0,296,0,0,0,1,2,0,0,2,0,0,0
uuid_18574,0,0,2,0,0,0,3,10,0,0,0,0,0,0,9
uuid_18575,0,0,11914,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18576,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0
uuid_18577,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18578,0,0,6019,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18579,0,31,168,0,0,4,6,75,0,1,17,4,0,0,4
uuid_18580,0,0,26,0,0,0,0,56,0,0,1777,0,0,0,6
uuid_18581,9,0,0,0,0,0,847,41,0,0,0,8,1,0,5
uuid_18582,0,59,1045,1,0,0,0,33,0,1,5,3,0,0,4
uuid_18583,0,0,0,30,0,0,0,6,0,0,1661,0,0,0,6
uuid_18584,0,290,0,0,0,0,8,0,0,0,0,0,0,0,1
uuid_18585,0,92,0,0,0,0,0,1,0,0,0,0,0,0,1
uuid_18586,0,0,1396,0,0,0,0,102,0,0,0,0,0,0,4
uuid_18587,0,0,801,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18588,0,136,0,0,0,0,0,0,0,0,1,80,2,0,1
uuid_18589,81,0,322,0,1,0,2,3,0,0,0,1103,0,3,2
uuid_18590,0,3,1535,0,0,0,0,0,0,0,0,0,21,0,4
uuid_18591,0,0,0,0,0,0,316,0,3,0,2,680,0,1,2
uuid_18592,0,28,0,0,0,0,9,174,0,0,0,0,0,0,9
uuid_18593,0,0,0,0,0,0,2122,0,0,0,0,0,0,87,5
uuid_18594,0,0,3188,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18595,0,0,707,0,0,0,0,38,0,0,0,0,0,0,4
uuid_18596,66,0,60,0,54,3,0,285,52,0,0,0,48,52,9
uuid_18597,0,0,1725,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18598,1,1,12,0,2,0,0,464,0,0,0,0,9,2,9
uuid_18599,0,0,0,478,0,0,1,0,0,0,0,0,0,0,0
uuid_18600,0,0,5,1,0,0,0,0,0,0,0,876,0,0,2
uuid_18601,28,105,2,1,0,0,1228,6,2,1,0,0,0,0,5
uuid_18602,49,0,16,0,0,1,55,4,0,0,0,3248,0,0,2
uuid_18603,12,74,0,0,0,0,0,8,0,0,55,10,0,0,3
uuid_18604,0,32,1075,0,0,20,0,0,0,0,0,0,0,0,4
uuid_18605,0,17,91,0,0,0,0,115,0,0,0,205,0,0,3
uuid_18606,0,607,0,0,0,0,0,0,4,0,0,0,0,0,1
uuid_18607,1,4,6,0,0,0,0,11,2,0,0,0,1,3,9
uuid_18608,0,0,0,4,0,0,7,2,0,0,0,488,0,158,2
uuid_18609,22,20,73,0,29,0,0,71,23,0,41,0,34,26,3
uuid_18610,0,0,0,0,0,255,0,0,0,0,0,0,0,0,7
uuid_18611,0,0,1753,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18612,0,678,1,95,0,0,2,0,0,0,0,21,0,1,1
uuid_18613,0,0,6,38,0,166,0,0,0,0,0,1,0,0,7
uuid_18614,0,0,13433,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18615,0,123,312,45,0,0,2,0,0,0,0,0,0,0,4
uuid_18616,0,1291,1,0,0,0,2,1,0,0,0,33,0,0,1
uuid_18617,12,4,115,2,19,1,67,101,12,0,0,25,11,13,3
uuid_18618,0,135,0,0,0,8,0,0,0,0,0,0,0,0,1
uuid_18619,0,490,0,6,0,5,18,2,0,0,0,0,0,0,1
uuid_18620,0,0,0,0,0,0,0,0,0,800,0,0,0,0,3
uuid_18621,0,19,15,0,0,4,47,286,0,8,1,0,0,11,9
uuid_18622,0,5,4032,0,0,0,0,17,0,0,0,1,15,0,4
uuid_18623,0,0,1443,0,0,0,3,0,0,15,0,13,0,0,4
uuid_18624,11,1,509,0,8,0,0,48,3,1,0,1,9,6,4
uuid_18625,0,889,0,2,0,0,0,0,0,0,0,0,0,0,1
uuid_18626,0,0,346,0,0,0,0,0,0,15,0,91,0,0,4
uuid_18627,0,0,189,0,0,0,196,0,0,0,0,0,0,0,5
uuid_18628,0,0,3244,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18629,3,1,27,0,3,0,0,8,6,0,0,1,3,6,3
uuid_18630,1,388,1,0,0,0,315,48,0,2,74,1538,0,2,2
uuid_18631,0,0,1819,0,0,0,8,0,0,0,0,0,0,0,4
uuid_18632,6,10,744,0,0,0,0,163,4,0,0,0,7,3,4
uuid_18633,0,36,0,1,0,411,0,0,0,0,0,0,0,0,7
uuid_18634,0,45,2,5,0,158,14,0,0,0,30,4,0,0,7
uuid_18635,5,0,203,0,3,0,0,2,3,0,0,0,8,0,4
uuid_18636,10,6,0,0,0,1,233,69,2,0,0,1,0,1,5
uuid_18637,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1
uuid_18638,0,0,2291,0,0,0,0,3,0,0,1,0,0,0,4
uuid_18639,0,0,1787,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18640,0,0,0,0,0,0,0,0,0,0,0,3803,0,0,2
uuid_18641,0,0,3568,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18642,0,0,1124,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18643,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0
uuid_18644,1,2,4,0,0,0,1,31,1,0,0,0,3,0,9
uuid_18645,0,258,24,0,0,16,0,1,18,15,0,16,2,0,1
uuid_18646,0,0,22,0,0,0,0,1,0,0,0,661,0,0,2
uuid_18647,0,23,100,0,0,0,12,166,0,1,0,0,0,0,9
uuid_18648,67,140,7,0,0,131,5,7,4,31,1,6,1,4,3
uuid_18649,0,0,0,0,0,0,0,36,0,0,0,0,0,0,9
uuid_18650,0,0,1581,0,0,0,0,23,0,35,0,0,1,0,4
uuid_18651,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18652,30,5,5,0,0,0,26,40,0,0,259,1,0,39,6
uuid_18653,3,78,2,0,0,55,6,65,4,14,186,0,29,9,3
uuid_18654,0,0,0,0,0,0,74,1,2,0,0,0,43,0,5
uuid_18655,2,0,723,0,4,0,0,24,5,32,0,29,2,1,4
uuid_18656,0,6,551,0,0,0,0,7,0,2,68,0,53,2,4
uuid_18657,0,0,670,0,0,0,36,0,0,0,0,0,0,0,4
uuid_18658,0,0,0,0,0,0,0,0,0,0,0,670,0,0,2
uuid_18659,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18660,20,44,0,0,0,3,81,2,0,0,15,17,24,0,3
uuid_18661,41,0,605,0,50,0,0,48,46,0,0,0,66,48,4
uuid_18662,0,0,43,0,0,0,0,0,0,0,0,34,0,0,4
uuid_18663,0,1,4,0,5,0,532,12,17,3,0,1,4,6,5
uuid_18664,0,2,2818,0,0,0,0,0,0,0,19,8,0,1,4
uuid_18665,6,19,54,10,3,0,0,222,1,0,1,0,1,5,9
uuid_18666,2,2,168,0,0,1,10,57,2,26,0,0,1,5,4
uuid_18667,0,25,0,0,0,0,188,0,0,0,68,0,0,0,5
uuid_18668,2,2,89,0,2,0,0,65,3,82,0,0,0,2,3
uuid_18669,349,15,0,0,0,0,0,0,0,0,0,241,0,0,10
uuid_18670,0,328,2,1,0,34,11,73,0,0,0,8,3,0,1
uuid_18671,0,2,1,0,0,0,0,85,0,0,0,381,0,0,2
uuid_18672,0,0,0,0,0,0,0,0,0,0,1604,0,0,1,6
uuid_18673,0,2182,0,0,0,0,2,0,0,0,0,0,0,0,1
uuid_18674,0,0,1798,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18675,0,104,0,0,0,0,0,0,0,0,0,609,0,0,2
uuid_18676,0,0,601,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18677,2,0,7,0,2,0,0,52,5,187,0,0,1,2,3
uuid_18678,0,1,0,0,0,0,148,91,2,0,105,45,0,2,3
uuid_18679,0,0,411,0,0,0,1,258,0,0,0,0,0,0,4
uuid_18680,0,697,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_18681,1,8,409,0,0,0,16,7,12,33,0,0,1,1,4
uuid_18682,0,20,1,8,0,0,0,258,0,0,0,0,0,0,9
uuid_18683,0,0,503,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18684,1,241,2,0,0,0,26,13,0,7,1,10,2,1,1
uuid_18685,0,0,0,0,0,0,0,0,0,0,0,4705,0,0,2
uuid_18686,0,1,0,483,0,1,0,3,0,0,4,0,0,0,0
uuid_18687,3,2,10,0,1,0,8,2223,1,8,13,5,2,2,9
uuid_18688,0,0,280,0,0,0,0,31,1,0,0,1003,0,1,2
uuid_18689,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18690,0,0,45,0,0,0,398,0,0,0,0,713,0,1,2
uuid_18691,0,0,2285,0,0,0,0,18,0,43,0,0,0,0,4
uuid_18692,0,8,0,558,0,0,0,1,0,0,0,3,0,0,0
uuid_18693,0,58,0,37,0,0,0,212,0,0,14,0,0,0,9
uuid_18694,0,0,1,0,0,231,0,0,0,0,0,0,0,0,7
uuid_18695,0,0,5178,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18696,0,25,6,705,0,2,10,6,2,0,0,1,1,6,0
uuid_18697,2,9,87,0,62,2,8,212,1,2,1,0,1,0,9
uuid_18698,1,4,0,0,0,0,6,2,0,0,95,80,38,1,3
uuid_18699,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,2
uuid_18700,1,0,400,0,87,8,56,19,4,0,0,0,2,24,4
uuid_18701,0,402,0,0,0,0,0,2,0,0,0,0,1,0,1
uuid_18702,0,95,0,0,0,1,24,14,0,1,564,0,327,0,6
uuid_18703,0,0,4311,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18704,20,166,3,0,0,0,7,12,0,3,1,23,99,8,3
uuid_18705,0,12,304,0,0,0,0,0,0,0,0,0,134,0,4
uuid_18706,0,470,0,138,0,0,0,0,0,0,0,0,0,0,1
uuid_18707,14,23,89,0,0,1,242,114,0,1,25,1,0,4,3
uuid_18708,18,4,3,278,0,20,2,4,0,0,5,0,0,6,0
uuid_18709,0,0,3512,0,0,0,0,12,0,0,0,0,0,0,4
uuid_18710,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,2
uuid_18711,2,2,1116,0,1,0,0,1,0,23,0,1,109,4,4
uuid_18712,8,6,1,13,0,2,5,14,0,1,123,10,0,6,6
uuid_18713,0,0,355,0,0,0,0,697,0,0,0,0,0,0,9
uuid_18714,0,75,4,1588,1,0,1,92,0,0,1,0,0,0,0
uuid_18715,0,228,0,0,0,371,0,0,0,0,0,0,0,0,7
uuid_18716,22,31,0,0,0,0,0,1,0,0,2,505,0,0,2
uuid_18717,0,28,0,0,0,0,1,59,0,2,0,716,0,4,2
uuid_18718,0,0,960,0,0,0,0,38,0,0,0,0,0,0,4
uuid_18719,0,22,5,1514,0,475,2,0,0,0,0,25,4,7,0
uuid_18720,876,2,15,17,2,1,1,43,0,2,1,6,0,3,10
uuid_18721,3,0,0,0,0,0,0,2,0,0,0,1750,0,0,2
uuid_18722,0,0,805,0,0,0,3,3,0,0,0,0,6,0,4
uuid_18723,27,1,16,0,8,3,811,7,6,2,1,1,8,9,5
uuid_18724,0,24,629,0,5,0,49,521,2,0,1,1,0,11,9
uuid_18725,0,9,4,0,1,0,198,28,0,1,0,152,10,1,5
uuid_18726,0,224,0,16,0,0,12,1,0,0,64,0,0,1,1
uuid_18727,0,0,1551,0,0,0,0,11,0,0,0,0,0,0,4
uuid_18728,0,66,3,380,0,0,107,6,0,0,5,11,8,1,0
uuid_18729,10,0,405,0,7,0,0,34,10,0,0,0,17,6,4
uuid_18730,0,0,1243,0,0,0,0,15,0,0,0,0,0,0,4
uuid_18731,19,0,98,0,29,0,0,276,20,0,0,3,25,27,9
uuid_18732,0,101,0,5,2,214,1,51,0,0,0,11,1,28,7
uuid_18733,0,237,0,78,0,0,0,1,4,0,0,0,0,0,1
uuid_18734,509,124,30,3,0,1,12,2,0,6,0,48,0,0,10
uuid_18735,0,321,0,0,0,0,0,12,0,0,0,0,4,0,1
uuid_18736,0,0,0,1855,0,0,0,0,0,0,0,0,0,0,0
uuid_18737,1,3,0,0,0,0,12,12,0,0,70,145,0,0,2
uuid_18738,2,2,205,0,0,0,3,34,12,26,2,1,0,2,4
uuid_18739,1,140,1,0,0,22,35,722,5,0,0,6,2,4,9
uuid_18740,0,23,0,2,0,0,1,0,0,0,26,1259,0,0,2
uuid_18741,2,52,0,6,0,3,2,28,0,2,387,52,0,10,6
uuid_18742,0,5,163,0,0,0,0,3,0,0,110,3,0,1,4
uuid_18743,0,0,1050,0,0,0,1,1,0,0,0,0,0,0,4
uuid_18744,0,3,0,39,0,0,0,0,0,0,18,186,0,0,2
uuid_18745,0,25,0,0,0,1,0,6,0,0,232,1,0,3,6
uuid_18746,1,4,0,0,0,0,17,82,17,8,0,64,0,13,9
uuid_18747,6,876,0,0,0,7,0,0,0,0,0,0,0,0,1
uuid_18748,0,1,0,1193,0,0,0,0,0,0,0,2,0,1,0
uuid_18749,0,18,95,0,0,0,0,0,0,0,0,99,0,0,3
uuid_18750,0,254,1,0,1,4,2,12,0,6,0,2,2,2,1
uuid_18751,13,36,0,0,0,2,0,1,0,0,1,1374,0,0,2
uuid_18752,4,6,227,0,8,0,2,410,9,1,1,1,12,13,9
uuid_18753,0,0,0,0,0,0,0,568,0,0,0,0,0,0,9
uuid_18754,0,3,0,0,0,4,50,6,2,0,0,6,60,3,3
uuid_18755,7,18,39,0,8,0,67,123,6,111,0,0,8,0,3
uuid_18756,1,2,549,0,0,0,99,46,0,10,0,0,11,57,4
uuid_18757,0,10,0,429,0,0,0,0,0,0,9,0,0,0,0
uuid_18758,0,115,0,136,3,1,5,1,7,0,413,1,54,11,6
uuid_18759,1,0,1,655,1,0,0,3,0,0,27,2,2,1,0
uuid_18760,0,50,1,151,0,0,0,0,0,0,0,135,0,1,3
uuid_18761,1,24,105,0,1,0,1,15,0,0,4,0,4,3,4
uuid_18762,0,5,4,0,1,0,12,42,0,222,0,3,0,3,3
uuid_18763,0,31,0,113,0,0,4,2,2,0,4,142,0,3,3
uuid_18764,0,0,436,0,0,0,0,427,0,0,16,0,0,0,9
uuid_18765,190,147,0,0,0,0,0,3,0,0,0,191,0,1,3
uuid_18766,0,1,96,0,0,1,304,5,0,0,0,0,8,2,5
uuid_18767,4,0,6,0,6,0,1686,18,4,0,1,0,5,4,5
uuid_18768,0,0,15270,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18769,0,5,0,0,0,0,12,1,1,274,0,3,0,0,3
uuid_18770,0,75,1,0,0,21,6,169,2,8,5,294,44,0,3
uuid_18771,0,30,33,2,0,0,50,31,0,0,6,732,124,3,2
uuid_18772,0,0,11027,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18773,0,77,0,0,0,120,0,39,0,0,0,0,0,0,7
uuid_18774,8,69,8,1,6,0,94,77,6,0,51,52,6,8,3
uuid_18775,0,5,0,0,0,0,0,0,0,0,0,527,0,0,2
uuid_18776,0,44,0,338,0,31,0,0,0,0,16,0,0,0,0
uuid_18777,0,0,0,0,0,0,0,0,0,0,0,974,0,0,2
uuid_18778,0,41,0,0,0,22,0,1,2,0,171,46,0,1,6
uuid_18779,2,20,1,0,0,18,135,5,0,0,47,10,61,0,3
uuid_18780,22,0,7,0,0,0,2401,0,0,0,0,0,0,0,5
uuid_18781,93,18,1,0,0,0,1,72,11,69,0,10,3,19,3
uuid_18782,0,1,0,1,0,0,1,6,0,1,603,204,0,23,6
uuid_18783,35,0,83,0,43,0,0,65,45,0,0,6,26,49,3
uuid_18784,38,0,84,0,23,3,1,520,32,73,147,0,27,30,9
uuid_18785,3,250,22,0,0,1,7,427,11,11,4,1,4,4,9
uuid_18786,0,0,0,0,0,0,0,1625,2,0,0,0,0,0,9
uuid_18787,447,64,0,4,0,0,4,1,0,0,1,10,0,2,10
uuid_18788,0,4,1,0,0,3,0,0,0,0,194,0,0,5,6
uuid_18789,0,109,536,0,0,0,0,41,0,0,0,0,0,0,4
uuid_18790,0,8,3,1,0,0,0,7,0,0,196,2,0,2,6
uuid_18791,17,0,0,0,0,0,770,3,0,0,0,2,0,0,5
uuid_18792,209,448,2,0,0,0,1,5,0,2,0,142,0,4,1
uuid_18793,0,5184,0,5,0,0,0,0,0,0,0,0,0,0,1
uuid_18794,0,0,823,0,0,0,9,0,0,0,0,2,17,0,4
uuid_18795,0,0,0,0,0,0,0,988,0,0,0,0,0,0,9
uuid_18796,0,0,3784,0,0,0,1,0,0,0,0,7,0,0,4
uuid_18797,0,0,0,0,0,1217,3,48,0,0,0,0,0,0,7
uuid_18798,0,6,10,0,0,0,0,0,0,0,203,0,0,1,6
uuid_18799,10,6,0,0,0,0,474,2,2,0,0,16,4,1,5
uuid_18800,0,0,0,38,0,0,0,1,0,0,0,417,0,0,2
uuid_18801,1,4,0,0,0,8,30,399,5,0,0,0,0,9,9
uuid_18802,1,34,37,444,0,0,116,15,0,4,7,31,29,41,0
uuid_18803,0,79,1,10,0,0,0,0,0,0,0,0,0,0,1
uuid_18804,0,213,0,0,0,0,0,0,4,0,139,0,0,0,1
uuid_18805,2,11,1,27,0,8,68,44,1,3,165,808,4,8,2
uuid_18806,0,0,0,0,0,116,0,1,0,0,0,511,0,0,2
uuid_18807,7,35,1,155,0,0,628,0,0,0,0,9,22,4,5
uuid_18808,32,70,149,4,48,5,18,68,40,3,102,31,38,55,3
uuid_18809,0,5,179,0,0,145,0,2,6,0,0,0,0,0,4
uuid_18810,3,6,6,0,7,0,20,40,6,0,0,0,1,3,9
uuid_18811,0,212,2,74,0,1,70,2,3,12,4,0,0,1,1
uuid_18812,0,60,1,236,0,1,1,5,0,0,54,44,0,0,0
uuid_18813,0,213,0,20,0,0,5,0,0,0,0,0,36,4,1
uuid_18814,63,18,0,0,0,0,2223,5,0,0,0,10,0,0,5
uuid_18815,0,0,0,2,0,0,22,15,0,81,0,1706,0,0,2
uuid_18816,2,73,124,0,0,0,16,1,0,1,1,0,9,1,4
uuid_18817,0,20,0,1,0,0,1,4,0,0,112,115,0,2,6
uuid_18818,0,139,0,29,1,29,0,32,0,0,0,479,0,0,2
uuid_18819,0,0,197,0,0,0,21,1,0,0,0,484,0,0,2
uuid_18820,0,103,0,466,0,0,0,1,0,0,147,0,0,5,0
uuid_18821,2,0,2,0,2,0,0,1,1,0,157,0,2,1,6
uuid_18822,1,335,15,3,4,1,6,88,2,0,3,1,1,6,1
uuid_18823,0,16,0,3,0,0,4,4,0,0,1,1,2,0,1
uuid_18824,20,102,29,0,13,1,8,23,16,2,57,48,18,31,3
uuid_18825,0,0,0,0,0,0,0,0,0,0,0,1,543,0,3
uuid_18826,0,15,0,0,0,0,3023,78,0,0,0,7,3,0,5
uuid_18827,0,9,89,0,0,3,0,0,1,0,47,0,17,0,4
uuid_18828,0,452,11,16,0,0,0,0,14,0,0,2,0,23,1
uuid_18829,0,0,3,0,0,3,124,4,0,5,0,0,0,0,5
uuid_18830,0,0,0,0,0,18,0,0,0,0,0,93,0,0,2
uuid_18831,0,340,0,4,0,3,0,2,0,0,168,1,0,0,1
uuid_18832,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18833,1,247,55,3,1,0,3,75,0,4,26,2,0,0,1
uuid_18834,0,31,0,0,0,0,45,34,0,0,0,0,0,0,3
uuid_18835,1,0,83,0,0,0,7,0,0,0,0,0,575,22,3
uuid_18836,0,0,5427,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18837,0,0,0,0,0,0,0,0,0,0,2697,0,0,0,6
uuid_18838,0,0,5311,0,0,0,0,0,0,0,0,0,0,0,4
uuid_18839,0,18,9,121,0,0,1,3,0,0,0,0,0,14,0
uuid_18840,20,0,2405,0,17,0,0,71,11,0,0,0,12,17,4
uuid_18841,0,155,0,607,0,0,0,1,8,0,3,3,10,11,0
uuid_18842,0,664,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_18843,0,12,0,1169,0,0,4,3,0,0,0,18,0,0,0
uuid_18844,0,7,297,108,0,0,2,34,8,36,0,29,2,13,4
uuid_18845,178,0,322,0,0,0,0,106,0,0,0,0,0,0,4
uuid_18846,0,44,0,133,0,1,27,4,0,2,1,9,0,3,0
uuid_18847,0,79,0,0,0,0,139,0,0,0,0,122,0,0,3
uuid_18848,0,172,1,265,0,0,0,1,0,0,0,0,0,0,0
uuid_18849,78,0,91,0,72,0,0,98,81,0,0,0,71,90,3
uuid_18850,0,21,1,0,0,65,9,35,4,1,267,1,1,6,6
uuid_18851,0,27,0,0,0,111,1,1,6,0,0,0,0,2,7
uuid_18852,0,1,4,0,1,0,43,50,0,1,498,5,21,4,6
